PRODUCT_NAME,DESCRIPTION,DESCRIPTION - Detail 1,DESCRIPTION - Detail 2,DESCRIPTION - Detail 3,STANDARD_COST,LIST_PRICE,QUANTITY,WAREHOUSE_NAME,,ADDRESS,,CITY,STATE,COUNTRY_NAME
Asus X99-E-10G WS,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,582.02,649,172,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus ROG MAXIMUS IX EXTREME,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:EATX,RAM Slots:4,480.89,573.99,138,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus ROG MAXIMUS IX EXTREME,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:EATX,RAM Slots:4,480.89,573.99,120,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Asus ROG MAXIMUS IX EXTREME,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:EATX,RAM Slots:4,480.89,573.99,173,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Asus ROG MAXIMUS IX EXTREME,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:EATX,RAM Slots:4,480.89,573.99,223,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Asus ROG MAXIMUS IX EXTREME,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:EATX,RAM Slots:4,480.89,573.99,173,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus RAMPAGE V EXTREME,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,459,572.96,47,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus RAMPAGE V EXTREME,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,459,572.96,33,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Asus RAMPAGE V EXTREME,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,459,572.96,149,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Asus RAMPAGE V EXTREME,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,459,572.96,74,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Asus RAMPAGE V EXTREME,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,459,572.96,30,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus Z10PE-D8 WS,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,504.14,561.59,138,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus Z10PE-D8 WS,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,504.14,561.59,121,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Asus Z10PE-D8 WS,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,504.14,561.59,173,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Asus Z10PE-D8 WS,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,504.14,561.59,223,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Asus Z10PE-D8 WS,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:512GB",CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,504.14,561.59,174,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI X99A GODLIKE GAMING CARBON,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,415,549.59,183,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
MSI X99A GODLIKE GAMING CARBON,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,415,549.59,165,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
MSI X99A GODLIKE GAMING CARBON,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,415,549.59,215,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
MSI X99A GODLIKE GAMING CARBON,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,415,549.59,271,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
MSI X99A GODLIKE GAMING CARBON,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,415,549.59,221,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
ASRock E3C224D4M-16RE,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",CPU:LGA1150,Form Factor:ATX,RAM Slots:4,364.79,499.99,160,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
ASRock E3C224D4M-16RE,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",CPU:LGA1150,Form Factor:ATX,RAM Slots:4,364.79,499.99,148,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
ASRock E3C224D4M-16RE,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",CPU:LGA1150,Form Factor:ATX,RAM Slots:4,364.79,499.99,232,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
ASRock E3C224D4M-16RE,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",CPU:LGA1150,Form Factor:ATX,RAM Slots:4,364.79,499.99,208,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
ASRock E3C224D4M-16RE,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",CPU:LGA1150,Form Factor:ATX,RAM Slots:4,364.79,499.99,184,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus X99-E WS/USB 3.1,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,428.89,482.49,137,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus X99-E WS/USB 3.1,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,428.89,482.49,119,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Asus X99-E WS/USB 3.1,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,428.89,482.49,171,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Asus X99-E WS/USB 3.1,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,428.89,482.49,219,"Seattle, Washington",,2004 Charade Rd,,Seattle,Washington,United States of America
Asus X99-E WS/USB 3.1,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,428.89,482.49,172,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus Z10PE-D16 WS,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,332.52,469.99,29,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus Z10PE-D16 WS,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,332.52,469.99,15,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Asus Z10PE-D16 WS,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:16,332.52,469.99,65,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
ASRock X99 Extreme11,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,380.55,469.99,8,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
ASRock X99 Extreme11,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,380.55,469.99,7,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
ASRock X99 Extreme11,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,380.55,469.99,39,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Supermicro MBD-X10DAX,"CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:",CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,385.24,443.72,8,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Supermicro MBD-X10DAX,"CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:",CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,385.24,443.72,7,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Supermicro MBD-X10DAX,"CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:",CPU:LGA2011-3 x 2,Form Factor:EATX,RAM Slots:16,385.24,443.72,39,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus X99-DELUXE/U3.1,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,332.38,440.3,45,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus X99-DELUXE/U3.1,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,332.38,440.3,33,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Asus X99-DELUXE/U3.1,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,332.38,440.3,69,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Supermicro X11SSL-CF,"CPU:LGA1151,Form Factor:Micro ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:Micro ATX,RAM Slots:4,317.81,419.99,33,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Supermicro X11SSL-CF,"CPU:LGA1151,Form Factor:Micro ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:Micro ATX,RAM Slots:4,317.81,419.99,18,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Supermicro X11SSL-CF,"CPU:LGA1151,Form Factor:Micro ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:Micro ATX,RAM Slots:4,317.81,419.99,68,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus KGPE-D16,"CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,360.72,417.98,9,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus KGPE-D16,"CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,360.72,417.98,8,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
Asus KGPE-D16,"CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:256GB",CPU:G34 x 2,Form Factor:SSI EEB,RAM Slots:16,360.72,417.98,39,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
ASRock C2750D4I,"CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,339.55,401.98,125,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
ASRock C2750D4I,"CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,339.55,401.98,113,Bombay,,1298 Vileparle (E),,Bombay,Maharashtra,India
ASRock C2750D4I,"CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,Max RAM:64GB",CPU:Atom C2750,Form Factor:Mini ITX,RAM Slots:4,339.55,401.98,149,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus MAXIMUS IX FORMULA,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,339.12,388.99,42,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus X99-DELUXE II,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,289.33,383.98,81,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
ASRock EP2C612 WS,"CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,Max RAM:",CPU:LGA2011-3 x 2,Form Factor:SSI EEB,RAM Slots:8,308.84,358.49,85,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
ASRock Z270 SuperCarrier,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,264.35,353.98,94,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus TUF X299 MARK 1,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2066,Form Factor:ATX,RAM Slots:8,241.15,339.99,148,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI X299 GAMING PRO CARBON AC,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2066,Form Factor:ATX,RAM Slots:8,238.8,337.81,150,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI X99A XPOWER GAMING TITANIUM,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,257.23,329.99,212,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus ROG STRIX X99 GAMING,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,255.86,319.99,213,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Gigabyte GA-X99-UD5 WIFI,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,217.83,305,189,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Gigabyte GA-X99-UD5 WIFI,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,217.83,305,141,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
ASRock EP2C602-4L/D16,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,225.47,301.99,43,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
ASRock EP2C602-4L/D16,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,225.47,301.99,119,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
ASRock EP2C602-4L/D16,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,225.47,301.99,78,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
ASRock EP2C602-4L/D16,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,225.47,301.99,66,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
ASRock EP2C602-4L/D16,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,225.47,301.99,55,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
MSI Z170A KRAIT GAMING 3X,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,245.4,299.89,44,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
MSI Z170A KRAIT GAMING 3X,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,245.4,299.89,119,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
MSI Z170A KRAIT GAMING 3X,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,245.4,299.89,78,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
MSI Z170A KRAIT GAMING 3X,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,245.4,299.89,67,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI Z170A KRAIT GAMING 3X,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,245.4,299.89,55,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
MSI Z170 Krait Gaming,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,231.58,299.89,44,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
MSI Z170 Krait Gaming,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,231.58,299.89,119,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
MSI Z170 Krait Gaming,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,231.58,299.89,79,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
MSI Z170 Krait Gaming,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,231.58,299.89,67,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI Z170 Krait Gaming,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,231.58,299.89,55,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
MSI Z170A KRAIT GAMING,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,262.4,299.89,46,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
MSI Z170A KRAIT GAMING,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,262.4,299.89,122,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
MSI Z170A KRAIT GAMING,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,262.4,299.89,81,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
MSI Z170A KRAIT GAMING,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,262.4,299.89,69,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI Z170A KRAIT GAMING,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,262.4,299.89,57,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Asus MAXIMUS IX CODE,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,266.15,298.98,46,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus MAXIMUS IX CODE,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,266.15,298.98,122,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Asus MAXIMUS IX CODE,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,266.15,298.98,81,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Asus MAXIMUS IX CODE,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,266.15,298.98,69,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus MAXIMUS IX CODE,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",CPU:LGA1151,Form Factor:ATX,RAM Slots:4,266.15,298.98,58,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Asus Sabertooth 990FX,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",CPU:AM3+,Form Factor:ATX,RAM Slots:4,252.31,295.72,54,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus Sabertooth 990FX,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",CPU:AM3+,Form Factor:ATX,RAM Slots:4,252.31,295.72,89,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Asus Sabertooth 990FX,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",CPU:AM3+,Form Factor:ATX,RAM Slots:4,252.31,295.72,42,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Asus Sabertooth 990FX,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",CPU:AM3+,Form Factor:ATX,RAM Slots:4,252.31,295.72,29,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Asus Sabertooth 990FX,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",CPU:AM3+,Form Factor:ATX,RAM Slots:4,252.31,295.72,17,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
MSI X99A WORKSTATION,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,239.95,289.97,9,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
MSI X99A WORKSTATION,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,239.95,289.97,94,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
MSI X99A WORKSTATION,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,239.95,289.97,47,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
MSI X99A WORKSTATION,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,239.95,289.97,34,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
MSI X99A WORKSTATION,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,239.95,289.97,21,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Intel DG43RK,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,219.69,289.79,10,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Intel DG43RK,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,219.69,289.79,95,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
Intel DG43RK,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,219.69,289.79,49,Toronto,,147 Spadina Ave,,Toronto,Ontario,Canada
Intel DG43RK,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,219.69,289.79,36,Sydney,,12-98 Victoria Street,,Sydney,New South Wales,Australia
Intel DG43RK,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,219.69,289.79,23,Mexico City,,Mariano Escobedo 9991,,Monterrey,Nuevo León,Mexico
Asus VANGUARD B85,"CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,Max RAM:32GB",CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,258.1,287,11,Beijing,,40-5-12 Laogianggen,,Beijing,Shenzhen,China
Asus VANGUARD B85,"CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,Max RAM:32GB",CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,258.1,287,96,San Francisco,,2011 Interiors Blvd,,South San Francisco,California,United States of America
